CPF,AveragePerformance,Área,Potencial Bruto,Raciocínio,Social,Motivacional,Cultura pontuação,atributo-Capacidade analítica,atributo-Pensamento conceitual,atributo-Reflexão,atributo-Pensamento criativo,atributo-Planejamento e organização,atributo-Comunicação,atributo-Consideração pelos outros,atributo-Influência,atributo-Sociabilidade,atributo-Facilitação,atributo-Flexibilidade,atributo-Estabilidade emocional,atributo-Ambição,atributo-Iniciativa,atributo-Assertividade,atributo-Tomada de riscos,perfil-Capacidade analítica,perfil-Pensamento conceitual,perfil-Reflexão,perfil-Pensamento criativo,perfil-Planejamento e organização,perfil-Comunicação,perfil-Consideração pelos outros,perfil-Influência,perfil-Sociabilidade,perfil-Facilitação,perfil-Flexibilidade,perfil-Estabilidade emocional,perfil-Ambição,perfil-Iniciativa,perfil-Assertividade,perfil-Tomada de riscos
365.409.281-14,1.3333333333333333,Comercial,66.75,76.86,77.16,35.97,25.97,83.94,57.19,70.83,50.38,67.42,74.54,84.09,57.49,71.13,90.9,74.54,67.44,18.15,29.94,18.15,16.45,64.68,23.77,41.95,14.68,37.41,46.5,64.68,23.77,41.95,82.86,46.5,90.56,23.77,41.95,23.77,19.23
576.102.489-67,2.0,Operações,,52.72,,,41.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950.472.618-67,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584.691.703-84,3.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810.624.735-15,1.6666666666666667,Operações,,38.49,,,33.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.173.825-97,2.3333333333333335,Operações,62.48,63.64,54.12,72.34,59.5,78.06,71.24,47.38,54.2,61.02,41.26,44.67,86.2,75.35,37.85,61.72,59.49,81.67,73.12,76.53,73.12,69.23,60.14,28.32,37.41,46.5,32.86,37.41,93.16,78.32,28.32,60.14,32.86,64.68,51.05,55.59,51.05
820.531.469-15,2.3333333333333335,Operações,,54.57,,,18.49,,,,,,,,,,,,,,,,,28.32,51.05,46.5,23.77,69.23,64.68,51.05,28.32,69.23,60.14,51.05,51.05,46.5,41.95,23.77,37.41
742.658.190-11,2.6666666666666665,Comercial,,17.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.824.057-61,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.037.859-79,2.0,Comercial,47.35,44.21,44.24,56.75,41.05,34.76,31.35,48.4,48.4,44.99,31.39,34.8,24.57,45.02,24.57,31.39,84.11,80.7,54.13,33.67,50.72,37.41,32.86,55.59,55.59,51.05,32.86,37.41,23.77,51.05,23.77,32.86,90.56,82.86,46.5,19.23,41.95
837.104.259-13,2.3333333333333335,Comercial,,57.4,,,56.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.685.137-16,2.6666666666666665,Operações,37.56,39.2,44.24,25.58,32.48,46.81,43.4,22.94,50.21,70.67,41.61,31.39,27.98,34.8,27.98,31.39,26.37,29.78,29.78,29.78,22.96,60.14,55.59,28.32,64.68,90.56,46.5,32.86,28.32,37.41,28.32,32.86,51.05,55.59,55.59,55.59,46.5
347.298.016-87,2.0,Comercial,,83.79,,,54.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041.367.529-71,2.3333333333333335,Operações,,35.54,,,40.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.508.314-26,2.3333333333333335,Operações,,27.05,,,34.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823.176.905-68,2.0,Operações,48.43,35.75,60.7,51.56,26.33,53.58,43.35,14.63,26.3,50.17,82.67,54.67,44.44,54.67,71.71,58.07,76.21,42.12,35.3,38.71,35.3,73.77,60.14,14.68,37.41,69.23,82.86,41.95,28.32,41.95,64.68,46.5,82.86,37.41,28.32,32.86,28.32
743.689.520-65,1.3333333333333333,Comercial,,71.71,,,51.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.507.162-34,1.6666666666666667,Operações,,81.04,,,53.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.384.269-17,2.3333333333333335,Comercial,,52.75,,,44.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.527.046-11,1.0,Operações,,71.42,,,44.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698.537.102-77,1.6666666666666667,Operações,,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836.201.594-24,1.6666666666666667,Comercial,46.24,68.08,21.19,46.36,40.39,75.68,51.82,65.46,41.59,75.68,39.02,39.02,28.8,32.2,21.98,17.58,43.74,33.51,47.15,43.74,30.1,60.14,28.32,46.5,14.68,60.14,73.77,73.77,60.14,64.68,51.05,41.95,46.5,32.86,51.05,46.5,28.32
950.364.712-61,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.841.756-46,1.6666666666666667,Operações,54.28,,34.36,87.92,49.79,61.7,75.34,34.43,24.2,48.07,41.96,28.33,55.6,55.6,35.15,17.35,75.07,87.76,78.48,84.35,82.65,64.68,82.86,28.32,14.68,46.5,60.14,41.95,78.32,78.32,51.05,23.77,32.86,60.14,37.41,51.05,46.5
583.479.260-18,2.0,Operações,,51.46,,,62.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754.019.368-93,2.0,Operações,,78.1,,,62.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.427.068-12,2.3333333333333335,Operações,,57.29,,,29.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732.015.946-52,1.3333333333333333,Comercial,,56.06,,,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673.890.421-51,2.0,Operações,,44.05,,,42.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924.675.318-64,1.3333333333333333,Operações,,52.86,,,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629.731.085-86,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.089.456-57,2.0,Operações,,56.86,,,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.908.215-14,1.3333333333333333,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032.849.561-15,2.3333333333333335,Comercial,,61.87,,,58.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.946.052-34,1.0,Operações,32.06,41.27,11.32,46.36,49.93,31.82,55.69,28.41,25.01,69.32,35.96,19.46,25.74,25.74,16.05,5.82,26.69,57.38,36.92,60.78,43.74,37.41,69.23,32.86,28.32,87.41,82.86,60.14,69.23,69.23,51.05,23.77,23.77,64.68,37.41,69.23,46.5
398.276.451-37,2.0,Operações,28.92,17.56,14.61,67.14,44.58,7.24,12.35,10.65,17.47,52.43,14.29,19.4,14.29,49.48,39.26,15.99,92.71,61.11,37.25,61.11,80.78,19.23,32.86,28.32,46.5,91.86,41.95,55.59,41.95,91.86,82.86,46.5,93.16,41.95,10.14,41.95,69.23
893.512.467-28,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.890.453-98,2.0,Operações,,,,,38.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.846.205-26,3.0,Operações,46.42,51.6,44.24,41.17,,45.57,38.75,42.16,45.57,55.8,51.84,48.43,58.66,75.7,45.02,38.2,28.32,45.36,59.0,35.13,41.95,41.95,32.86,37.41,41.95,55.59,60.14,55.59,69.23,90.56,51.05,41.95,32.86,55.59,73.77,41.95,51.05
108.649.573-19,1.6666666666666667,Operações,,34.91,,,45.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.457.923-64,1.0,Operações,,72.52,,,69.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698.302.514-89,1.6666666666666667,Operações,47.72,51.25,40.95,51.56,29.12,24.76,52.03,41.81,55.44,83.06,65.59,34.91,24.69,41.73,51.96,38.32,62.57,55.75,38.71,28.48,35.3,14.68,51.05,37.41,55.59,91.86,82.86,41.95,28.32,51.05,64.68,46.5,64.68,55.59,32.86,19.23,28.32
629.485.137-82,1.3333333333333333,Operações,,48.14,,,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850.392.471-41,1.6666666666666667,Comercial,,41.45,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.425.971-19,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375.849.210-61,2.0,Comercial,,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.961.280-68,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.951.378-41,2.0,Operações,,65.33,,,70.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.176.594-19,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.108.937-77,2.0,Operações,,41.31,,,47.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056.918.347-21,2.3333333333333335,Comercial,,,,,27.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.478.129-67,1.6666666666666667,Operações,,53.94,,,49.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583.140.627-15,1.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629.031.847-12,2.0,Comercial,,36.83,,,44.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086.921.574-49,2.6666666666666665,Operações,,,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.627.405-58,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.749.308-87,1.6666666666666667,Operações,62.03,67.54,40.95,82.73,29.38,68.32,61.5,58.09,84.39,71.73,28.09,21.28,41.73,55.37,48.55,38.32,86.87,76.69,91.98,76.69,63.06,51.05,41.95,37.41,78.32,55.59,32.86,23.77,51.05,69.23,60.14,46.5,64.68,41.95,78.32,41.95,23.77
962.410.873-12,1.3333333333333333,Operações,64.62,61.07,70.58,61.95,46.62,61.86,34.59,48.22,34.59,55.04,61.13,67.95,78.18,78.18,80.79,64.54,59.32,62.73,62.73,79.78,59.32,51.05,14.68,32.86,14.68,41.95,37.41,46.5,60.14,60.14,64.68,41.95,46.5,51.05,51.05,73.77,46.5
158.394.267-17,1.6666666666666667,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986.245.173-46,2.0,Comercial,,34.71,,,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975.401.638-11,1.3333333333333333,Comercial,,78.59,,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857.621.403-26,2.3333333333333335,Comercial,,41.27,,,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806.459.123-61,2.0,Comercial,,65.77,,,41.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530.184.296-13,1.6666666666666667,Operações,,64.54,,,42.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965.748.301-84,1.0,Comercial,,38.03,,,43.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739.016.485-93,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.674.283-78,2.6666666666666665,Comercial,60.14,61.05,54.12,67.14,42.39,86.26,37.97,58.42,58.42,61.83,65.13,41.26,41.26,54.9,34.44,48.08,78.15,64.52,74.75,54.29,44.06,90.56,19.23,46.5,46.5,51.05,64.68,32.86,32.86,51.05,23.77,41.95,64.68,46.5,60.14,32.86,19.23
837.249.560-29,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532.764.081-71,2.3333333333333335,Operações,,34.05,,,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821.409.657-11,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.249.837-51,1.6666666666666667,Operações,,65.39,,,26.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.853.096-77,2.3333333333333335,Operações,,,,,37.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.650.397-99,2.3333333333333335,Operações,,42.07,,,34.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.673.529-18,2.0,Operações,,46.18,,,29.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.480.692-61,1.3333333333333333,Operações,41.39,44.02,63.99,5.55,12.9,41.39,65.25,44.8,55.03,48.21,54.55,75.0,51.14,61.37,47.73,68.18,30.2,16.57,13.17,9.76,11.46,46.5,78.32,51.05,64.68,55.59,37.41,64.68,32.86,46.5,28.32,55.59,82.86,60.14,51.05,41.95,46.5
241.593.067-99,2.0,Operações,61.02,77.69,67.28,25.58,69.1,89.46,78.47,80.94,82.64,75.06,51.02,74.89,85.97,68.07,47.61,64.66,19.78,40.0,19.78,40.0,18.07,78.32,51.05,55.59,60.14,46.5,28.32,60.14,82.86,51.05,23.77,46.5,41.95,69.23,41.95,69.23,37.41
053.476.921-71,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734.820.165-26,3.0,Operações,,52.76,,,40.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.567.390-11,1.3333333333333333,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475.806.321-44,2.6666666666666665,Comercial,,17.11,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789.432.561-91,1.3333333333333333,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598.317.602-12,2.3333333333333335,Comercial,34.3,41.12,17.9,46.36,28.85,58.95,62.36,24.86,38.49,58.95,25.5,14.23,17.64,22.09,22.09,25.5,40.33,47.15,16.53,40.33,26.69,73.77,78.32,28.32,46.5,73.77,60.14,37.41,46.5,55.59,55.59,60.14,41.95,51.05,8.74,41.95,23.77
482.751.963-37,1.6666666666666667,Operações,34.68,25.51,44.24,35.97,33.53,22.88,14.62,26.29,16.33,36.52,41.61,62.07,34.8,34.8,65.48,48.43,33.35,16.45,29.94,40.17,40.17,46.5,28.32,51.05,32.86,64.68,46.5,73.77,37.41,37.41,78.32,55.59,46.5,19.23,41.95,55.59,55.59
109.543.628-71,2.6666666666666665,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.716.305-26,2.0,Comercial,,52.54,,,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845.937.162-17,1.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536.189.702-77,1.6666666666666667,Comercial,35.18,10.89,47.53,56.75,22.04,38.95,10.72,12.43,2.2,19.25,55.13,44.91,79.0,34.68,82.91,34.68,64.36,47.31,50.72,50.72,20.04,87.41,37.41,41.95,14.68,60.14,60.14,46.5,90.56,32.86,93.16,32.86,60.14,37.41,41.95,41.95,7.44
901.743.852-51,2.0,Comercial,,58.39,,,40.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.271.845-32,2.3333333333333335,Comercial,,56.55,,,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.527.683-35,1.6666666666666667,Comercial,,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961.874.352-73,2.6666666666666665,Comercial,,65.04,,,73.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678.239.451-18,2.3333333333333335,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.167.389-82,2.0,Comercial,,47.88,,,34.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.326.598-15,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.648.319-46,2.0,Comercial,,76.04,,,46.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.509.264-38,2.6666666666666665,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657.893.201-12,1.3333333333333333,Comercial,,47.38,,,49.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.275.049-38,1.3333333333333333,Comercial,,15.47,,,36.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
045.261.798-76,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.613.478-62,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.290.684-85,1.6666666666666667,Comercial,,71.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752.184.096-85,1.6666666666666667,Operações,,,,,36.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.521.704-62,1.3333333333333333,Operações,61.97,45.0,60.7,90.89,49.49,59.42,35.55,45.78,38.96,32.15,51.26,61.48,51.26,54.67,75.12,64.89,100.0,85.84,84.13,78.04,87.54,69.23,37.41,51.05,41.95,32.86,37.41,51.05,37.41,41.95,69.23,55.59,91.86,51.05,46.5,32.86,55.59
271.345.986-91,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596.843.172-55,2.0,Comercial,,27.21,,,35.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.503.469-21,2.3333333333333335,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.853.906-41,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018.239.765-31,2.0,Operações,,65.19,,,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.061.758-84,1.3333333333333333,Comercial,,90.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801.374.659-39,2.0,Comercial,35.55,49.31,34.36,15.19,29.22,43.27,56.91,53.5,50.09,77.36,31.74,45.37,7.12,8.82,31.74,55.6,14.58,11.17,26.21,2.65,6.06,41.95,60.14,55.59,51.05,87.41,46.5,64.68,6.14,7.44,46.5,78.32,41.95,32.86,64.68,10.14,19.23
340.872.691-41,2.0,Operações,57.27,66.84,54.12,46.36,42.19,47.17,53.99,60.81,53.99,77.85,68.54,65.13,61.72,78.76,54.9,65.13,23.28,60.78,53.97,40.33,36.92,23.77,32.86,41.95,32.86,64.68,69.23,64.68,60.14,82.86,51.05,64.68,19.23,69.23,60.14,41.95,37.41
368.547.021-35,2.3333333333333335,Comercial,,26.52,,,43.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985.216.347-73,1.0,Operações,68.79,69.35,80.45,51.56,51.23,85.29,73.54,56.5,73.54,80.18,60.78,85.73,71.01,67.6,64.19,71.01,62.57,65.98,48.93,48.93,52.34,78.32,55.59,32.86,55.59,64.68,23.77,64.68,37.41,32.86,28.32,37.41,64.68,69.23,46.5,46.5,51.05
532.789.104-61,1.6666666666666667,Operações,,33.84,,,40.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053.612.978-95,1.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742.310.659-34,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065.894.217-49,1.3333333333333333,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876.201.349-13,1.0,Operações,,72.76,,,58.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654.789.231-17,2.6666666666666665,Comercial,,75.94,,,40.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581.734.260-15,2.0,Operações,,86.12,,,26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960.215.874-31,1.0,Operações,,69.75,,,27.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072.935.684-11,1.0,Comercial,,28.05,,,40.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932.754.106-52,2.0,Operações,,31.06,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503.762.198-41,2.6666666666666665,Comercial,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.273.564-71,2.0,Comercial,,42.73,,,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872.350.496-18,1.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.782.340-15,2.3333333333333335,Comercial,,27.76,,,28.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037.154.692-34,2.0,Operações,,33.18,,,40.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510.938.642-14,1.0,Operações,32.55,15.46,31.07,61.95,14.59,16.42,19.83,14.71,11.3,29.88,42.08,19.11,35.26,42.08,17.4,52.31,49.1,69.55,35.46,55.91,49.1,46.5,55.59,41.95,32.86,69.23,64.68,32.86,55.59,64.68,28.32,78.32,32.86,60.14,14.68,41.95,32.86
927.438.510-23,2.3333333333333335,Operações,,37.69,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750.862.149-21,1.6666666666666667,Operações,51.9,37.2,54.12,72.34,77.68,48.21,20.94,51.62,55.03,37.98,34.44,34.44,37.85,31.04,31.04,58.31,52.67,76.53,73.12,66.3,83.38,64.68,28.32,69.23,73.77,51.05,23.77,23.77,28.32,19.23,19.23,55.59,23.77,55.59,51.05,41.95,69.23
086.497.132-11,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593.874.601-93,2.6666666666666665,Comercial,62.17,57.47,63.99,67.14,57.9,44.62,48.03,58.26,44.62,48.03,80.91,75.0,80.91,89.43,68.18,80.91,50.88,71.34,67.93,50.88,61.11,32.86,37.41,51.05,32.86,37.41,73.77,64.68,73.77,91.86,55.59,73.77,28.32,55.59,51.05,28.32,41.95
735.260.194-52,2.0,Comercial,50.1,39.55,57.41,56.75,19.7,57.38,43.75,23.29,13.12,47.16,75.24,51.37,54.78,81.03,71.83,51.37,43.9,26.86,60.95,57.54,50.72,73.77,55.59,28.32,8.74,60.14,73.77,41.95,46.5,82.86,69.23,41.95,32.86,10.14,55.59,51.05,41.95
465.081.392-15,1.5,Operações,,78.65,,,58.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.630.785-15,1.5,Operações,46.1,53.31,37.65,46.36,32.67,71.14,47.28,57.51,54.1,71.14,21.39,28.21,41.85,21.39,35.03,15.58,67.6,43.74,43.74,26.69,16.53,73.77,41.95,55.59,51.05,73.77,28.32,37.41,55.59,28.32,46.5,14.68,78.32,46.5,46.5,23.77,8.74
879.041.526-49,2.0,Comercial,,33.17,,,48.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975.208.314-51,1.5,Comercial,50.18,39.37,54.12,61.95,45.21,36.75,26.52,43.57,29.93,50.38,71.94,78.76,34.44,54.9,78.76,31.04,81.59,55.91,69.55,49.1,55.91,46.5,32.86,55.59,37.41,64.68,73.77,82.86,23.77,51.05,82.86,19.23,78.32,41.95,60.14,32.86,41.95
389.521.764-64,1.5,Operações,44.8,74.78,9.44,46.36,73.61,86.3,86.3,65.33,78.97,75.56,10.0,20.45,16.81,15.11,13.41,16.81,30.1,67.6,53.97,50.56,30.1,73.77,73.77,37.41,55.59,51.05,37.41,64.68,55.59,51.05,46.5,55.59,28.32,78.32,60.14,55.59,28.32
604.587.231-26,1.0,Operações,,,,,33.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982.473.516-17,2.0,Comercial,47.09,61.57,31.07,46.36,60.59,79.4,52.13,35.08,65.76,79.4,48.9,35.26,19.11,35.26,15.7,31.85,40.33,67.6,40.33,33.51,30.1,73.77,37.41,14.68,55.59,73.77,73.77,55.59,32.86,55.59,23.77,51.05,41.95,78.32,41.95,32.86,28.32
657.490.238-18,1.5,Comercial,51.82,44.59,63.99,46.36,51.47,41.96,45.37,52.19,35.14,55.6,57.96,78.41,34.09,40.91,61.37,68.18,60.78,33.51,50.56,36.92,43.74,46.5,51.05,60.14,37.41,64.68,41.95,69.23,10.14,19.23,46.5,55.59,69.23,32.86,55.59,37.41,46.5
506.713.248-53,2.0,Operações,,53.12,,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.086.295-58,2.0,Comercial,,35.63,,,55.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.487.316-48,3.0,Operações,,31.67,,,38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.748.123-23,3.0,Comercial,45.13,62.8,27.78,41.17,18.07,82.02,60.17,70.4,46.54,60.17,19.17,28.56,28.56,17.46,8.94,28.56,65.82,48.77,55.59,31.73,38.54,78.32,46.5,60.14,28.32,46.5,37.41,51.05,51.05,32.86,10.14,51.05,82.86,60.14,69.23,37.41,46.5
670.923.458-47,2.5,Operações,,22.09,,,15.66,,,,,,,,,,,,,,,,,64.68,46.5,46.5,60.14,46.5,23.77,37.41,55.59,41.95,28.32,64.68,46.5,51.05,41.95,37.41,51.05
426.310.758-62,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681.254.930-42,3.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.350.274-12,2.0,Comercial,47.08,58.3,31.07,51.56,70.83,52.27,65.9,31.81,48.86,76.13,52.31,17.4,25.04,55.72,25.04,35.26,59.16,59.16,55.75,69.39,42.12,41.95,60.14,14.68,37.41,73.77,78.32,28.32,41.95,82.86,41.95,55.59,60.14,60.14,55.59,73.77,37.41
932.156.487-17,2.0,Operações,,,,,56.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756.190.382-11,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561.327.849-18,1.5,Comercial,,36.76,,,41.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.058.794-19,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954.687.210-58,2.5,Operações,25.49,17.67,34.36,25.58,39.72,25.27,7.29,3.89,42.32,32.09,28.33,28.33,65.83,65.83,41.96,38.56,22.96,19.78,29.78,19.78,19.78,60.14,19.23,10.14,82.86,69.23,41.95,41.95,90.56,90.56,60.14,55.59,46.5,41.95,55.59,41.95,41.95
934.027.561-61,2.5,Comercial,,34.61,,,41.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829.764.503-74,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.983.462-92,1.5,Operações,,38.64,,,57.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.729.364-91,2.0,Comercial,,10.89,,,35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894.712.063-41,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720.369.851-31,2.5,Operações,70.79,70.75,77.16,61.95,68.28,87.7,64.71,61.31,68.12,51.08,54.08,50.67,74.54,80.68,71.13,74.54,81.59,72.96,59.32,52.5,62.73,82.86,41.95,37.41,46.5,23.77,19.23,14.68,46.5,55.59,41.95,46.5,78.32,64.68,46.5,37.41,51.05
